traffic_volume,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time
177,1,4.001866477524471,1,1,58.55637287933019,Snow,Overcast clouds,2025-02-06 02:00:00
2721,0,32.91708383995604,1,1,54.137442090743825,Rain,Snow,2025-02-06 03:00:00
4327,1,4.610911523094888,1,0,8.603215703294321,Clouds,Clear sky,2025-02-06 04:00:00
700,0,35.53850808219576,1,0,5.702691400361937,Clouds,Overcast clouds,2025-02-06 05:00:00
1165,1,27.6980951798392,0,0,10.548342746103568,Clouds,Snow,2025-02-06 06:00:00
2236,0,30.24533884207193,0,1,58.55876838726125,Snow,Clear sky,2025-02-06 07:00:00
2549,0,-9.099672219977275,1,1,54.43448876343211,Rain,Overcast clouds,2025-02-06 08:00:00
2443,1,38.1405178537013,0,0,23.374079203674427,Clouds,Clear sky,2025-02-06 09:00:00
1963,0,26.33354960351616,1,0,63.777414184559156,Clear,Overcast clouds,2025-02-06 10:00:00
1418,1,5.237554769306666,1,1,82.00675020556494,Rain,Snow,2025-02-06 11:00:00
4811,1,31.469733242942347,0,0,4.157895984659376,Clear,Light rain,2025-02-06 12:00:00
3697,0,4.0760599207464985,1,1,49.81299435480424,Clear,Light rain,2025-02-06 13:00:00
3862,1,33.6376919783064,1,0,68.93104121026903,Clouds,Clear sky,2025-02-06 14:00:00
4770,1,-4.3709804794031495,0,0,25.23119270696871,Clouds,Snow,2025-02-06 15:00:00
2290,1,25.184298873039786,0,1,30.77709052931491,Snow,Light rain,2025-02-06 16:00:00
1092,1,17.034923832245518,1,0,61.36379029893838,Snow,Overcast clouds,2025-02-06 17:00:00
2812,1,-5.173276490227959,0,0,89.7935293443737,Snow,Light rain,2025-02-06 18:00:00
2292,0,2.0946914129419483,0,0,80.99244203028994,Rain,Clear sky,2025-02-06 19:00:00
1348,1,-9.379798186134261,1,1,58.31302190995835,Snow,Clear sky,2025-02-06 20:00:00
3154,1,13.438398273225292,0,0,73.02217177572491,Clear,Snow,2025-02-06 21:00:00
4698,1,5.063263038000018,0,0,36.482247020779866,Snow,Clear sky,2025-02-06 22:00:00
4133,1,19.91787421488794,1,0,64.09655280987577,Clouds,Light rain,2025-02-06 23:00:00
2097,1,4.8618903854308595,0,0,46.6181591127557,Snow,Light rain,2025-02-07 00:00:00
3787,0,4.995955575349235,0,0,18.993613645756092,Rain,Light rain,2025-02-07 01:00:00
2251,1,27.15965993658017,1,0,70.17382738772572,Rain,Light rain,2025-02-07 02:00:00
4118,0,-7.592858201082327,1,1,55.646463734882204,Clear,Snow,2025-02-07 03:00:00
3210,0,35.144749759599364,1,1,35.86215819535914,Rain,Overcast clouds,2025-02-07 04:00:00
2070,0,32.61319371955907,0,0,91.13391900786307,Snow,Overcast clouds,2025-02-07 05:00:00
297,0,23.39023416132033,1,1,2.0934117826733267,Clouds,Snow,2025-02-07 06:00:00
2726,1,19.661078505369215,1,1,31.5773151249496,Rain,Clear sky,2025-02-07 07:00:00
1302,0,34.615124906982615,0,0,5.688139777764656,Clear,Overcast clouds,2025-02-07 08:00:00
2135,0,-0.7334910235642784,1,1,76.65273162216272,Snow,Clear sky,2025-02-07 09:00:00
577,1,-6.051541890458569,1,1,70.21074541137926,Clear,Overcast clouds,2025-02-07 10:00:00
1354,1,1.9755084954769053,1,1,33.13522187363171,Rain,Clear sky,2025-02-07 11:00:00
1022,1,29.728913935009516,1,1,67.5662902207073,Rain,Snow,2025-02-07 12:00:00
519,0,-8.266486663675835,0,1,39.593722619594985,Clear,Light rain,2025-02-07 13:00:00
2304,1,19.140341754174482,1,1,75.62537914224343,Snow,Clear sky,2025-02-07 14:00:00
2697,1,39.77187580956549,1,1,45.41836627367061,Rain,Light rain,2025-02-07 15:00:00
1220,0,32.78480469187697,0,1,41.22797278316656,Clouds,Clear sky,2025-02-07 16:00:00
3168,1,16.072284452179474,1,0,93.4729915488301,Rain,Clear sky,2025-02-07 17:00:00
1050,1,-6.817954535667883,0,0,25.087909989070024,Snow,Clear sky,2025-02-07 18:00:00
2436,1,31.568675719285494,0,1,12.044733999656543,Rain,Clear sky,2025-02-07 19:00:00
2343,1,19.94892540886053,0,1,58.45431132594582,Clear,Clear sky,2025-02-07 20:00:00
2745,0,-4.253350147021658,1,0,96.93218122841789,Rain,Light rain,2025-02-07 21:00:00
1957,1,-5.30713575883219,0,1,37.783921372718666,Rain,Clear sky,2025-02-07 22:00:00
4712,1,35.48134097182962,0,1,6.203676362878152,Snow,Light rain,2025-02-07 23:00:00
1965,0,23.46001314690392,0,0,33.93052673095674,Clear,Snow,2025-02-08 00:00:00
3012,1,31.464339965837773,1,0,50.593165431955846,Snow,Overcast clouds,2025-02-08 01:00:00
2953,0,33.94894501411336,1,0,16.19230066322137,Rain,Clear sky,2025-02-08 02:00:00
3328,1,18.58861760241611,1,1,65.8102218056492,Clouds,Overcast clouds,2025-02-08 03:00:00
3819,0,15.872317587752065,1,1,99.77493890102006,Rain,Light rain,2025-02-08 04:00:00
3328,0,11.521370516049508,1,0,45.17394759814438,Snow,Snow,2025-02-08 05:00:00
2471,0,5.847329389555965,1,0,35.472855673021265,Clouds,Snow,2025-02-08 06:00:00
2991,0,11.729798042935588,1,1,40.070416683446666,Snow,Snow,2025-02-08 07:00:00
3856,1,28.693982786507817,0,0,11.514617839520113,Snow,Overcast clouds,2025-02-08 08:00:00
4325,0,20.09617155075658,0,1,88.32736014262238,Clear,Light rain,2025-02-08 09:00:00
194,1,34.6261644977423,0,1,41.4825655521352,Clouds,Clear sky,2025-02-08 10:00:00
2774,0,12.169000718959385,0,0,38.72744114248413,Rain,Clear sky,2025-02-08 11:00:00
2055,0,20.3544789359377,1,0,65.96902729304743,Snow,Light rain,2025-02-08 12:00:00
893,0,21.565377654599438,0,1,44.203342093112354,Rain,Overcast clouds,2025-02-08 13:00:00
1934,1,19.584858115316276,0,0,64.8233468807846,Clear,Clear sky,2025-02-08 14:00:00
2216,0,25.13168865427582,0,0,6.144629013078751,Clear,Light rain,2025-02-08 15:00:00
4206,1,1.8716734187403148,0,0,81.37233437222274,Clouds,Clear sky,2025-02-08 16:00:00
3425,1,15.618188877289533,1,0,94.05039528794026,Clear,Snow,2025-02-08 17:00:00
3019,1,-4.788759859582616,1,1,64.8765386159386,Clear,Clear sky,2025-02-08 18:00:00
2697,1,9.225566382240629,1,1,95.45659288588108,Rain,Overcast clouds,2025-02-08 19:00:00
3305,1,14.38335343106322,0,1,15.143231436996329,Clear,Light rain,2025-02-08 20:00:00
4907,1,22.611212977273624,1,1,47.74161894803537,Clear,Overcast clouds,2025-02-08 21:00:00
914,1,37.526552629310174,0,0,60.180673394544726,Snow,Light rain,2025-02-08 22:00:00
445,1,20.032553327417794,1,0,58.17366474211867,Clear,Snow,2025-02-08 23:00:00
2449,1,27.179695808827987,1,1,40.14617790890432,Snow,Light rain,2025-02-09 00:00:00
462,0,15.313302974760138,1,1,33.80844093662614,Clear,Clear sky,2025-02-09 01:00:00
2543,0,21.705201568816566,1,0,12.68240225504188,Clear,Clear sky,2025-02-09 02:00:00
2365,0,-6.453389193311328,1,1,39.17424505622782,Clouds,Snow,2025-02-09 03:00:00
2288,0,2.7195790420923487,0,1,16.266081510548513,Clouds,Light rain,2025-02-09 04:00:00
3105,0,8.092654660256933,1,0,73.43656764922184,Snow,Snow,2025-02-09 05:00:00
3381,1,13.624667750325678,0,1,20.883093549458998,Clear,Clear sky,2025-02-09 06:00:00
1084,1,-7.717562724880813,0,0,5.856530528453385,Rain,Overcast clouds,2025-02-09 07:00:00
1739,1,-2.9987951223341156,0,0,55.236613781723435,Clouds,Snow,2025-02-09 08:00:00
927,1,3.8407153895652897,0,1,59.52297327194016,Rain,Overcast clouds,2025-02-09 09:00:00
2830,1,38.576634545052535,0,0,87.19130612805056,Clouds,Overcast clouds,2025-02-09 10:00:00
3631,1,6.567350355152538,1,1,57.69816124176819,Clouds,Light rain,2025-02-09 11:00:00
4551,1,14.102052905604125,1,0,34.54808537234457,Clear,Snow,2025-02-09 12:00:00
3035,0,-0.19511436308035357,1,1,80.30118815263205,Clouds,Overcast clouds,2025-02-09 13:00:00
3976,0,20.53900355378841,1,1,54.027889318742105,Rain,Overcast clouds,2025-02-09 14:00:00
226,0,4.034160775798716,0,1,7.928028463119174,Clouds,Light rain,2025-02-09 15:00:00
3277,0,0.34962892192133843,1,0,56.58505603132467,Snow,Light rain,2025-02-09 16:00:00
3156,1,15.828631422298955,1,0,90.80185454216624,Clear,Clear sky,2025-02-09 17:00:00
703,1,-9.724710041978959,0,1,39.631262549822054,Clear,Overcast clouds,2025-02-09 18:00:00
3549,1,-9.616798367538733,0,0,29.632580189980008,Snow,Clear sky,2025-02-09 19:00:00
4246,0,0.9534404550928883,1,1,14.346945701802005,Snow,Overcast clouds,2025-02-09 20:00:00
3633,1,-8.163931874958942,1,1,15.144552193535732,Snow,Clear sky,2025-02-09 21:00:00
3467,1,-4.598712293465431,0,0,43.27714843418189,Clouds,Light rain,2025-02-09 22:00:00
3468,1,6.943032466937581,1,1,59.56798241615295,Clear,Snow,2025-02-09 23:00:00
3897,0,30.129283978990642,1,0,8.061540516960175,Snow,Light rain,2025-02-10 00:00:00
1892,1,18.602432168465043,1,1,93.95685890251657,Clouds,Clear sky,2025-02-10 01:00:00
2961,0,15.63338629782082,1,0,75.51336174451959,Snow,Clear sky,2025-02-10 02:00:00
3576,0,4.674441160406083,0,1,58.66239182836627,Rain,Snow,2025-02-10 03:00:00
3517,0,36.587685971640816,0,1,82.84386709389908,Rain,Overcast clouds,2025-02-10 04:00:00
1745,0,9.850752061859584,0,0,8.01867568121133,Clear,Clear sky,2025-02-10 05:00:00
1305,1,-5.645361660211425,1,1,47.68388777331244,Clouds,Clear sky,2025-02-10 06:00:00
3130,0,20.853325805890066,1,1,63.00931268616634,Rain,Clear sky,2025-02-10 07:00:00
2972,0,-4.30808032616993,1,0,82.86529061182893,Rain,Snow,2025-02-10 08:00:00
3172,1,7.261157140084606,1,1,78.34695600492677,Clouds,Light rain,2025-02-10 09:00:00
1954,1,15.370596935890443,1,0,27.706924971339962,Snow,Clear sky,2025-02-10 10:00:00
4121,0,33.71112623425879,0,1,94.08801695592042,Clouds,Snow,2025-02-10 11:00:00
4762,1,14.677329017005935,1,0,12.434584143087035,Snow,Clear sky,2025-02-10 12:00:00
2808,0,25.112938301583213,1,1,87.51336186211522,Rain,Overcast clouds,2025-02-10 13:00:00
3602,0,39.64084194995352,0,1,97.09402496046185,Rain,Snow,2025-02-10 14:00:00
1432,0,-3.425544005100919,1,1,17.715352322262557,Rain,Clear sky,2025-02-10 15:00:00
301,0,3.7365762759759757,0,0,72.20660642037853,Clear,Snow,2025-02-10 16:00:00
3607,1,9.72880377988232,0,0,4.028551877799846,Clear,Clear sky,2025-02-10 17:00:00
4312,0,11.091408926941568,0,0,40.542282513915495,Clear,Light rain,2025-02-10 18:00:00
674,1,10.551053763277288,0,0,51.6283299197674,Clouds,Clear sky,2025-02-10 19:00:00
636,1,35.380550127827746,0,1,58.064522590963406,Rain,Snow,2025-02-10 20:00:00
1725,1,25.70163222334282,1,1,93.59372482485595,Rain,Overcast clouds,2025-02-10 21:00:00
2222,1,20.395260704535186,0,0,67.22506872941946,Clouds,Overcast clouds,2025-02-10 22:00:00
485,0,5.468635893139105,0,0,48.1277951219237,Clear,Overcast clouds,2025-02-10 23:00:00
3381,1,31.189519211064734,1,0,80.96750362658894,Clouds,Clear sky,2025-02-11 00:00:00
574,0,37.75302557424945,1,1,95.05328209544089,Clear,Light rain,2025-02-11 01:00:00
517,1,31.059914127511327,0,0,2.2066148682290843,Rain,Clear sky,2025-02-11 02:00:00
3700,1,-9.921744740426355,1,0,98.25212722560387,Snow,Overcast clouds,2025-02-11 03:00:00
1054,0,21.82006850917035,1,1,8.613213906368033,Clear,Snow,2025-02-11 04:00:00
4958,0,-7.443230927894964,0,1,81.43867792687614,Rain,Overcast clouds,2025-02-11 05:00:00
1305,0,2.880361016686093,0,0,28.033475255141248,Rain,Snow,2025-02-11 06:00:00
4859,1,-7.023764982611416,1,1,13.217965775387174,Snow,Light rain,2025-02-11 07:00:00
4220,1,20.189772647469386,0,0,43.98556397138349,Rain,Snow,2025-02-11 08:00:00
2090,0,24.329495674630337,0,1,64.39565794476135,Rain,Clear sky,2025-02-11 09:00:00
4905,0,-4.275618096704744,1,0,38.0951845023475,Clear,Clear sky,2025-02-11 10:00:00
3672,0,9.191944152248976,0,0,5.456540828269896,Clear,Clear sky,2025-02-11 11:00:00
4480,0,12.8118254477771,0,0,59.94611396587166,Snow,Snow,2025-02-11 12:00:00
4258,1,8.45265108804583,0,0,90.24032761106747,Snow,Clear sky,2025-02-11 13:00:00
4857,0,-3.9487499757403475,0,1,38.32153659472517,Rain,Clear sky,2025-02-11 14:00:00
2813,0,10.947389509373771,0,1,21.633277763082702,Clear,Clear sky,2025-02-11 15:00:00
